PARAM01,PARAM02,PARAM03,PARAM04,PARAM05,PARAM06,PARAM07,LABEL
'NEGEDGE','-5V','PIN03','TEST08.SOF','9116','/TESTPATH/PR02','9489',2
'POSEDGE','-2V','PIN04','TEST08.SOF','7867','/TESTPATH/PR14','4739',2
'POSEDGE','-5V','PIN04','TEST20.SOF','5724','/TESTPATH/PR14','5227',2
'POSEDGE','-5V','PIN03','TEST20.SOF',1388','???',1924',2
'NEGEDGE','-3V','PIN01','TEST08.SOF','5916','???','5495',1
'POSEDGE','-5V','PIN02','TEST01.SOF','3755','/TESTPATH/PR14',1823',2
'NEGEDGE','-3V','PIN03','TEST08.SOF','8305','/TESTPATH/PR01',2513',2
'NEGEDGE','-2V','PIN04','TEST15.SOF',1358','/TESTPATH/PR02',2903',2
'NEGEDGE','-2V','PIN03','TEST08.SOF',1488','/TESTPATH/PR14','3200',1
'POSEDGE','-2V','PIN02','TEST01.SOF','8815','???','8943',2
'POSEDGE','-9V','PIN03','TEST20.SOF','5739','/TESTPATH/PR02','8708',1
'POSEDGE','-9V','PIN01','TEST20.SOF','9811','/TESTPATH/PR02','5065',2
'POSEDGE','-5V','PIN03','TEST15.SOF','7058','/TESTPATH/PR01','8327',2
'NEGEDGE','-3V','PIN04','TEST15.SOF','8904','/TESTPATH/PR14','6470',1
'POSEDGE','-9V','PIN04','TEST20.SOF','5065','/TESTPATH/PR02','5659',1
'NEGEDGE','-9V','PIN02','TEST01.SOF',1936','???','7053',2
'POSEDGE','-2V','PIN03','TEST01.SOF','3670','/TESTPATH/PR14','4301',2
'POSEDGE','-9V','PIN02','TEST20.SOF',1303','???','7532',1
'POSEDGE','-3V','PIN03','TEST08.SOF','7158','/TESTPATH/PR01','7592',1
'NEGEDGE','-3V','PIN04','TEST15.SOF','6251','/TESTPATH/PR01','5985',1
'POSEDGE','-5V','PIN03','TEST08.SOF','4625','/TESTPATH/PR14',1563',2
'POSEDGE','-5V','PIN04','TEST01.SOF',2695','/TESTPATH/PR14','4881',1
'NEGEDGE','-9V','PIN02','TEST08.SOF','5123','/TESTPATH/PR01','6796',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','9862','/TESTPATH/PR14','3881',1
'POSEDGE','-2V','PIN03','TEST15.SOF','7955','/TESTPATH/PR14','7939',1
'POSEDGE','-3V','PIN01','TEST01.SOF','3905','???','3340',1
'POSEDGE','-9V','PIN03','TEST20.SOF',2673','/TESTPATH/PR02','8289',1
'NEGEDGE','-5V','PIN01','TEST08.SOF','7085','/TESTPATH/PR02','6556',1
'POSEDGE','-9V','PIN03','TEST01.SOF','3989','/TESTPATH/PR01','4276',1
'NEGEDGE','-3V','PIN02','TEST15.SOF','7080','/TESTPATH/PR01','8447',1
'NEGEDGE','-9V','PIN01','TEST20.SOF','6128','???','9631',1
'NEGEDGE','-5V','PIN04','TEST15.SOF',2194','/TESTPATH/PR02','3458',2
'NEGEDGE','-3V','PIN01','TEST15.SOF','4420','/TESTPATH/PR02',1135',1
'NEGEDGE','-5V','PIN02','TEST15.SOF','4276','/TESTPATH/PR01','4198',2
'NEGEDGE','-3V','PIN04','TEST15.SOF',2286','/TESTPATH/PR01','5781',2
'NEGEDGE','-3V','PIN03','TEST15.SOF','4560','???','9628',1
'POSEDGE','-2V','PIN03','TEST08.SOF','3226','???','4160',1
'NEGEDGE','-5V','PIN04','TEST08.SOF','6103','???','8221',2
'NEGEDGE','-3V','PIN02','TEST01.SOF',1676','/TESTPATH/PR02','7505',2
'NEGEDGE','-3V','PIN02','TEST01.SOF',2554','/TESTPATH/PR02','3781',2
'POSEDGE','-5V','PIN01','TEST08.SOF',1163','/TESTPATH/PR01','5561',1
'NEGEDGE','-5V','PIN03','TEST20.SOF','6499','/TESTPATH/PR02','3350',2
'POSEDGE','-9V','PIN03','TEST20.SOF',1165','???','9169',1
'POSEDGE','-2V','PIN04','TEST15.SOF','8419','/TESTPATH/PR01','3306',1
'NEGEDGE','-3V','PIN01','TEST20.SOF','7428','/TESTPATH/PR01','3425',1
'NEGEDGE','-5V','PIN03','TEST08.SOF','4237','/TESTPATH/PR14','6193',1
'NEGEDGE','-2V','PIN01','TEST08.SOF','4153','/TESTPATH/PR01','3569',2
'NEGEDGE','-9V','PIN02','TEST01.SOF','9981','/TESTPATH/PR14','6789',1
'POSEDGE','-2V','PIN01','TEST15.SOF','3041','???','5290',1
'NEGEDGE','-9V','PIN02','TEST01.SOF','7220','???','9769',1
'POSEDGE','-9V','PIN03','TEST01.SOF',2929','/TESTPATH/PR02','8893',2
'POSEDGE','-2V','PIN01','TEST15.SOF','7262','/TESTPATH/PR02','4154',1
'NEGEDGE','-3V','PIN01','TEST08.SOF','3037','/TESTPATH/PR02','7999',1
'NEGEDGE','-9V','PIN04','TEST15.SOF',1807','/TESTPATH/PR02','6771',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','8264','/TESTPATH/PR01',2020',1
'NEGEDGE','-2V','PIN01','TEST08.SOF','3658','/TESTPATH/PR01','4271',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','7797','???','6317',1
'POSEDGE','-3V','PIN03','TEST15.SOF','3568','/TESTPATH/PR01','8651',1
'POSEDGE','-9V','PIN04','TEST08.SOF','8119','/TESTPATH/PR02','6257',1
'POSEDGE','-3V','PIN02','TEST15.SOF','5221','/TESTPATH/PR02','4039',1
'NEGEDGE','-9V','PIN01','TEST20.SOF','7261','/TESTPATH/PR01','6186',2
'NEGEDGE','-2V','PIN03','TEST01.SOF',2400','/TESTPATH/PR14','5234',2
'POSEDGE','-9V','PIN01','TEST20.SOF','7454','/TESTPATH/PR01','9394',1
'NEGEDGE','-5V','PIN04','TEST01.SOF',1662','/TESTPATH/PR01','4031',1
'NEGEDGE','-2V','PIN03','TEST01.SOF','8423','/TESTPATH/PR14','4212',1
'POSEDGE','-9V','PIN04','TEST01.SOF','8691','/TESTPATH/PR14',2197',1
'POSEDGE','-2V','PIN03','TEST08.SOF','3610','???','5284',1
'POSEDGE','-5V','PIN04','TEST01.SOF','5717','/TESTPATH/PR14','4719',2
'NEGEDGE','-3V','PIN02','TEST15.SOF','3919','/TESTPATH/PR02','5670',2
'NEGEDGE','-2V','PIN02','TEST15.SOF','6223','/TESTPATH/PR02','8090',1
'NEGEDGE','-2V','PIN03','TEST20.SOF','6688','/TESTPATH/PR14',2475',1
'NEGEDGE','-2V','PIN04','TEST08.SOF','9121','/TESTPATH/PR14','3881',1
'POSEDGE','-9V','PIN01','TEST01.SOF','4661','/TESTPATH/PR02','7344',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','7979','???','8260',2
'POSEDGE','-9V','PIN01','TEST08.SOF','8184','/TESTPATH/PR01','9109',2
'NEGEDGE','-5V','PIN01','TEST20.SOF','9956','/TESTPATH/PR14','8703',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','3173','/TESTPATH/PR14','8211',1
'POSEDGE','-3V','PIN04','TEST08.SOF',2961','???','8022',1
'POSEDGE','-5V','PIN03','TEST08.SOF','7696','/TESTPATH/PR14',2944',2
'NEGEDGE','-3V','PIN01','TEST08.SOF','4754','/TESTPATH/PR02','4127',1
'POSEDGE','-3V','PIN03','TEST08.SOF','7152','/TESTPATH/PR14','5120',2
'POSEDGE','-2V','PIN01','TEST08.SOF','9314','/TESTPATH/PR01',2422',2
'POSEDGE','-9V','PIN03','TEST20.SOF','3896','/TESTPATH/PR14','3262',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','8811','/TESTPATH/PR02','6269',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','9712','/TESTPATH/PR02','4226',1
'NEGEDGE','-9V','PIN02','TEST20.SOF','8570','/TESTPATH/PR14','3752',1
'POSEDGE','-3V','PIN04','TEST08.SOF','7568','/TESTPATH/PR14','6203',1
'POSEDGE','-2V','PIN03','TEST15.SOF',1197','???','4490',1
'NEGEDGE','-9V','PIN04','TEST15.SOF','5100','/TESTPATH/PR02','4622',1
'NEGEDGE','-3V','PIN03','TEST15.SOF','5929','/TESTPATH/PR02','8636',1
'POSEDGE','-3V','PIN02','TEST01.SOF',1589','/TESTPATH/PR02','6124',1
'POSEDGE','-5V','PIN02','TEST20.SOF','5073','/TESTPATH/PR01',1070',2
'POSEDGE','-5V','PIN04','TEST08.SOF','3808','/TESTPATH/PR01','7588',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','7629','/TESTPATH/PR14','6615',1
'POSEDGE','-9V','PIN04','TEST08.SOF','6572','/TESTPATH/PR01','6075',1
'POSEDGE','-5V','PIN01','TEST08.SOF','7822','/TESTPATH/PR14','5089',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','8077','/TESTPATH/PR01',1950',1
'POSEDGE','-2V','PIN04','TEST15.SOF','4619','???',1093',2
'POSEDGE','-9V','PIN03','TEST01.SOF','6246','/TESTPATH/PR02','7461',2
'POSEDGE','-3V','PIN03','TEST08.SOF','8449','/TESTPATH/PR01',2562',1
'NEGEDGE','-5V','PIN03','TEST01.SOF','6855','/TESTPATH/PR14','6093',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','4804','/TESTPATH/PR14','7755',1
'POSEDGE','-2V','PIN01','TEST15.SOF','8320','/TESTPATH/PR02','8678',2
'NEGEDGE','-9V','PIN01','TEST01.SOF','8857','/TESTPATH/PR02','7518',2
'POSEDGE','-2V','PIN04','TEST20.SOF','6546','/TESTPATH/PR01','9319',2
'NEGEDGE','-3V','PIN04','TEST20.SOF','3542','/TESTPATH/PR01','7944',2
'NEGEDGE','-3V','PIN02','TEST01.SOF','3524','/TESTPATH/PR01','3705',1
'NEGEDGE','-2V','PIN01','TEST08.SOF','9249','/TESTPATH/PR02','7605',2
'POSEDGE','-3V','PIN02','TEST15.SOF',1565','???','9147',2
'NEGEDGE','-5V','PIN03','TEST15.SOF',1481','/TESTPATH/PR14','8023',2
'NEGEDGE','-2V','PIN03','TEST15.SOF',2508','/TESTPATH/PR01','9230',2
'POSEDGE','-3V','PIN02','TEST01.SOF','7291','/TESTPATH/PR14',1909',2
'NEGEDGE','-9V','PIN03','TEST08.SOF','4392','???','9508',2
'NEGEDGE','-5V','PIN03','TEST15.SOF','9473','/TESTPATH/PR14','5937',1
'POSEDGE','-3V','PIN03','TEST15.SOF','3925','/TESTPATH/PR02',1783',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','8886','/TESTPATH/PR02','3426',1
'POSEDGE','-9V','PIN01','TEST20.SOF','8447','/TESTPATH/PR01',2108',2
'POSEDGE','-3V','PIN04','TEST01.SOF','6457','/TESTPATH/PR14','9008',1
'POSEDGE','-5V','PIN04','TEST01.SOF',2242','/TESTPATH/PR02','3797',2
'NEGEDGE','-5V','PIN03','TEST20.SOF',1433','/TESTPATH/PR01','8972',2
'NEGEDGE','-3V','PIN01','TEST20.SOF','6747','/TESTPATH/PR14','8822',1
'POSEDGE','-5V','PIN04','TEST20.SOF',1411','/TESTPATH/PR14','6805',2
'NEGEDGE','-2V','PIN01','TEST08.SOF',1120','/TESTPATH/PR14','9053',1
'NEGEDGE','-2V','PIN01','TEST01.SOF','6608','???','9523',2
'NEGEDGE','-3V','PIN03','TEST01.SOF',1195','/TESTPATH/PR01','8473',2
'NEGEDGE','-9V','PIN04','TEST08.SOF','5499','???','8436',2
'POSEDGE','-5V','PIN03','TEST15.SOF','3255','/TESTPATH/PR01','5950',2
'POSEDGE','-9V','PIN03','TEST01.SOF','7279','/TESTPATH/PR14','6051',2
'NEGEDGE','-3V','PIN04','TEST15.SOF',2684','/TESTPATH/PR01','3638',2
'POSEDGE','-3V','PIN03','TEST20.SOF',1415','/TESTPATH/PR14',1436',2
'POSEDGE','-2V','PIN03','TEST15.SOF','4860','/TESTPATH/PR02','3478',2
'POSEDGE','-3V','PIN03','TEST15.SOF','8892','/TESTPATH/PR14',2511',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','4729','/TESTPATH/PR14','7113',2
'POSEDGE','-9V','PIN02','TEST20.SOF','5473','???',1304',1
'POSEDGE','-3V','PIN03','TEST20.SOF','6222','???',2175',1
'NEGEDGE','-2V','PIN04','TEST08.SOF',2653','/TESTPATH/PR14',2881',1
'POSEDGE','-5V','PIN03','TEST01.SOF','6278','/TESTPATH/PR02',1002',2
'POSEDGE','-2V','PIN01','TEST20.SOF','3299','/TESTPATH/PR02','4339',2
'POSEDGE','-9V','PIN03','TEST01.SOF','5149','/TESTPATH/PR01',2978',1
'POSEDGE','-5V','PIN02','TEST01.SOF','5975','/TESTPATH/PR14',2021',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','8576','???',1833',1
'POSEDGE','-2V','PIN04','TEST01.SOF','6019','???','7595',2
'NEGEDGE','-9V','PIN04','TEST15.SOF',1875','???','8969',1
'NEGEDGE','-2V','PIN02','TEST01.SOF','7868','/TESTPATH/PR14','9285',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','6791','/TESTPATH/PR02','6167',2
'POSEDGE','-9V','PIN02','TEST08.SOF','4849','/TESTPATH/PR01','5047',2
'POSEDGE','-5V','PIN04','TEST08.SOF','3755','/TESTPATH/PR01','8958',2
'POSEDGE','-3V','PIN04','TEST15.SOF','3297','???','5349',1
'NEGEDGE','-2V','PIN04','TEST01.SOF','5698','???','6287',2
'POSEDGE','-5V','PIN02','TEST08.SOF','4811','???',1334',2
'NEGEDGE','-5V','PIN02','TEST15.SOF','7043','???','9764',2
'POSEDGE','-9V','PIN02','TEST08.SOF','7827','???','9090',1
'POSEDGE','-3V','PIN04','TEST20.SOF','4863','/TESTPATH/PR02','9430',1
'NEGEDGE','-9V','PIN04','TEST01.SOF',2009','/TESTPATH/PR14',2901',1
'POSEDGE','-3V','PIN01','TEST15.SOF',1598','/TESTPATH/PR01','6071',1
'NEGEDGE','-5V','PIN04','TEST01.SOF','4670','/TESTPATH/PR14','7979',2
'NEGEDGE','-2V','PIN03','TEST20.SOF','7502','/TESTPATH/PR01',1607',2
'POSEDGE','-2V','PIN03','TEST08.SOF','8745','???','4033',1
'POSEDGE','-9V','PIN01','TEST15.SOF','7685','???','8681',1
'NEGEDGE','-2V','PIN03','TEST01.SOF','6071','/TESTPATH/PR02','8153',2
'NEGEDGE','-5V','PIN02','TEST01.SOF','5306','???','6690',1
'POSEDGE','-2V','PIN01','TEST08.SOF','8359','/TESTPATH/PR14','9881',2
'POSEDGE','-9V','PIN03','TEST15.SOF',1142','/TESTPATH/PR14','4431',2
'POSEDGE','-2V','PIN02','TEST20.SOF','7100','???','6689',2
'NEGEDGE','-2V','PIN04','TEST01.SOF','6930','/TESTPATH/PR02','7707',1
'POSEDGE','-3V','PIN03','TEST08.SOF','4874','/TESTPATH/PR02','5766',2
'POSEDGE','-2V','PIN04','TEST15.SOF','6611','/TESTPATH/PR01','8095',2
'NEGEDGE','-3V','PIN02','TEST15.SOF',2154','/TESTPATH/PR01','9588',1
'NEGEDGE','-5V','PIN03','TEST15.SOF','3364','???','7098',2
'NEGEDGE','-9V','PIN01','TEST08.SOF','6166','/TESTPATH/PR02','6587',1
'POSEDGE','-3V','PIN03','TEST20.SOF','9120','/TESTPATH/PR02','6589',2
'POSEDGE','-3V','PIN02','TEST08.SOF',2302','/TESTPATH/PR02','5141',2
'POSEDGE','-9V','PIN04','TEST01.SOF','7284','/TESTPATH/PR02','3580',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','7577','/TESTPATH/PR14','3780',1
'POSEDGE','-9V','PIN02','TEST01.SOF','4428','/TESTPATH/PR02',1756',1
'NEGEDGE','-2V','PIN02','TEST20.SOF','5807','/TESTPATH/PR02','8218',2
'POSEDGE','-5V','PIN02','TEST20.SOF','4801','/TESTPATH/PR01','6616',2
'POSEDGE','-2V','PIN04','TEST15.SOF','4376','???',1515',1
'NEGEDGE','-2V','PIN01','TEST01.SOF',2429','/TESTPATH/PR01','4223',2
'NEGEDGE','-3V','PIN02','TEST15.SOF','4879','???','5352',2
'POSEDGE','-3V','PIN02','TEST08.SOF','6963','???','3643',1
'POSEDGE','-2V','PIN01','TEST15.SOF','6863','/TESTPATH/PR14',1221',2
'POSEDGE','-9V','PIN04','TEST15.SOF','6780','/TESTPATH/PR01','9381',1
'POSEDGE','-5V','PIN03','TEST20.SOF','7449','???','4777',1
'POSEDGE','-9V','PIN01','TEST08.SOF','5435','/TESTPATH/PR14','8239',2
'NEGEDGE','-3V','PIN02','TEST15.SOF','8418','/TESTPATH/PR01','9229',2
'POSEDGE','-5V','PIN01','TEST20.SOF',2658','/TESTPATH/PR14','3404',1
'NEGEDGE','-5V','PIN01','TEST08.SOF','5950','/TESTPATH/PR02','5850',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','8573','/TESTPATH/PR02',1960',2
'NEGEDGE','-3V','PIN03','TEST01.SOF','6351','???','7342',2
'POSEDGE','-3V','PIN04','TEST20.SOF','8717','/TESTPATH/PR02','8539',1
'NEGEDGE','-3V','PIN01','TEST20.SOF','7154','/TESTPATH/PR01','8623',2
'POSEDGE','-3V','PIN03','TEST20.SOF','7680','/TESTPATH/PR14','4527',1
'NEGEDGE','-5V','PIN02','TEST01.SOF',1183','???','9416',2
'POSEDGE','-9V','PIN04','TEST15.SOF','5984','/TESTPATH/PR01',1835',2
'POSEDGE','-5V','PIN03','TEST08.SOF',1825','/TESTPATH/PR02',1082',2
'POSEDGE','-2V','PIN03','TEST20.SOF','8124','???','5569',1
'NEGEDGE','-3V','PIN01','TEST08.SOF','4526','/TESTPATH/PR02',2343',1
'POSEDGE','-3V','PIN03','TEST08.SOF','9022','/TESTPATH/PR01',1303',2
'NEGEDGE','-2V','PIN02','TEST01.SOF','9959','/TESTPATH/PR01','9734',2
'POSEDGE','-5V','PIN01','TEST15.SOF','5809','/TESTPATH/PR01','3795',2
'POSEDGE','-9V','PIN02','TEST01.SOF','4084','???','4052',2
'NEGEDGE','-5V','PIN02','TEST15.SOF','6799','???','9274',1
'POSEDGE','-2V','PIN03','TEST01.SOF','4281','???','8668',1
'NEGEDGE','-9V','PIN03','TEST01.SOF',1470','/TESTPATH/PR01',2235',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','4671','/TESTPATH/PR01','6234',2
'NEGEDGE','-9V','PIN01','TEST20.SOF','5297','/TESTPATH/PR14','7669',1
'POSEDGE','-9V','PIN04','TEST01.SOF','8512','/TESTPATH/PR02','9977',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','5338','/TESTPATH/PR01','9318',2
'NEGEDGE','-5V','PIN02','TEST20.SOF',1944','/TESTPATH/PR14','4199',1
'POSEDGE','-5V','PIN03','TEST08.SOF','8455','/TESTPATH/PR02','4865',1
'POSEDGE','-3V','PIN02','TEST20.SOF','9274','/TESTPATH/PR14','3015',2
'NEGEDGE','-2V','PIN04','TEST08.SOF','8292','/TESTPATH/PR14',1261',1
'POSEDGE','-2V','PIN04','TEST20.SOF','6677','/TESTPATH/PR01','6890',2
'POSEDGE','-9V','PIN02','TEST15.SOF',2841','/TESTPATH/PR14','5722',2
'POSEDGE','-9V','PIN04','TEST08.SOF',1318','/TESTPATH/PR02','7144',2
'POSEDGE','-9V','PIN02','TEST01.SOF','8980','/TESTPATH/PR14','6868',1
'POSEDGE','-2V','PIN03','TEST20.SOF','6132','/TESTPATH/PR02','7210',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','8764','/TESTPATH/PR14','5177',2
'NEGEDGE','-5V','PIN04','TEST15.SOF',1954','/TESTPATH/PR02',1523',2
'NEGEDGE','-9V','PIN04','TEST08.SOF','6059','/TESTPATH/PR02','7145',1
'POSEDGE','-2V','PIN04','TEST08.SOF',2193','/TESTPATH/PR14','7247',1
'POSEDGE','-9V','PIN01','TEST20.SOF','4967','/TESTPATH/PR01','6904',2
'NEGEDGE','-2V','PIN01','TEST01.SOF',2956','???','7565',1
'POSEDGE','-3V','PIN01','TEST20.SOF','7981','???','6843',1
'NEGEDGE','-9V','PIN02','TEST08.SOF','4179','/TESTPATH/PR01','3743',1
'POSEDGE','-3V','PIN02','TEST20.SOF','6692','/TESTPATH/PR02','7748',1
'POSEDGE','-3V','PIN03','TEST15.SOF','8154','/TESTPATH/PR14','9029',1
'NEGEDGE','-3V','PIN01','TEST08.SOF',1841','???','4901',2
'NEGEDGE','-2V','PIN03','TEST01.SOF','4826','/TESTPATH/PR01','7337',1
'POSEDGE','-9V','PIN04','TEST01.SOF','9291','/TESTPATH/PR14',1071',2
'NEGEDGE','-9V','PIN03','TEST15.SOF','9167','???',1024',1
'NEGEDGE','-2V','PIN03','TEST08.SOF',1937','???',1373',1
'POSEDGE','-2V','PIN04','TEST01.SOF','6323','/TESTPATH/PR01','5983',2
'POSEDGE','-3V','PIN03','TEST20.SOF',2146','/TESTPATH/PR14','4164',1
'POSEDGE','-9V','PIN03','TEST15.SOF','8238','???',2797',2
'POSEDGE','-5V','PIN01','TEST15.SOF','7818','???','6993',2
'NEGEDGE','-9V','PIN03','TEST20.SOF','4030','/TESTPATH/PR14',1032',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','5924','/TESTPATH/PR14','9500',1
'POSEDGE','-5V','PIN02','TEST08.SOF','3072','???',1424',1
'NEGEDGE','-9V','PIN03','TEST15.SOF','9142','/TESTPATH/PR01','3736',1
'NEGEDGE','-3V','PIN04','TEST20.SOF','8917','???',1562',2
'NEGEDGE','-9V','PIN02','TEST15.SOF','9393','/TESTPATH/PR14','3295',2
'POSEDGE','-2V','PIN01','TEST08.SOF','5183','/TESTPATH/PR01',1864',1
'NEGEDGE','-2V','PIN04','TEST01.SOF','5761','???','6845',1
'NEGEDGE','-2V','PIN04','TEST15.SOF',2297','/TESTPATH/PR01','7556',2
'POSEDGE','-9V','PIN02','TEST08.SOF','8130','/TESTPATH/PR01','6045',2
'POSEDGE','-3V','PIN02','TEST01.SOF','9666','/TESTPATH/PR14','4441',1
'POSEDGE','-2V','PIN02','TEST15.SOF','6306','???','6140',1
'NEGEDGE','-2V','PIN01','TEST08.SOF','5692','/TESTPATH/PR14',1807',1
'NEGEDGE','-9V','PIN02','TEST20.SOF','8932','/TESTPATH/PR02','8400',1
'NEGEDGE','-2V','PIN01','TEST08.SOF',1516','/TESTPATH/PR14','8648',2
'NEGEDGE','-9V','PIN04','TEST08.SOF','8008','???','5502',2
'NEGEDGE','-3V','PIN01','TEST20.SOF','3550','/TESTPATH/PR01','5775',2
'POSEDGE','-5V','PIN01','TEST01.SOF','7466','???','4603',2
'POSEDGE','-9V','PIN03','TEST08.SOF',1246','/TESTPATH/PR01','4485',2
'POSEDGE','-5V','PIN01','TEST20.SOF','5454','???','3605',2
'POSEDGE','-5V','PIN03','TEST08.SOF',1723','/TESTPATH/PR02','5446',1
'NEGEDGE','-2V','PIN01','TEST20.SOF','3520','/TESTPATH/PR14',1765',2
'NEGEDGE','-2V','PIN02','TEST08.SOF',2815','/TESTPATH/PR01','7308',2
'NEGEDGE','-9V','PIN04','TEST20.SOF','6592','/TESTPATH/PR14','4631',1
'POSEDGE','-9V','PIN03','TEST15.SOF',1279','/TESTPATH/PR02','6534',2
'NEGEDGE','-9V','PIN02','TEST08.SOF',2787','/TESTPATH/PR01',2962',1
'NEGEDGE','-3V','PIN01','TEST20.SOF','3286','/TESTPATH/PR01',1915',1
'NEGEDGE','-5V','PIN02','TEST15.SOF','6997','/TESTPATH/PR01','6640',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','4435','/TESTPATH/PR14','6786',1
'POSEDGE','-2V','PIN02','TEST15.SOF','7142','/TESTPATH/PR02','8453',1
'POSEDGE','-2V','PIN02','TEST20.SOF','7618','???','8954',1
'POSEDGE','-5V','PIN03','TEST01.SOF',2165','/TESTPATH/PR02','8418',1
'POSEDGE','-2V','PIN03','TEST15.SOF','5954','/TESTPATH/PR01','5183',2
'POSEDGE','-9V','PIN03','TEST01.SOF','7970','/TESTPATH/PR02','5724',1
'NEGEDGE','-3V','PIN03','TEST20.SOF','5945','/TESTPATH/PR02','6150',2
'POSEDGE','-3V','PIN03','TEST08.SOF','6244','???','8215',1
'NEGEDGE','-9V','PIN01','TEST20.SOF','9244','/TESTPATH/PR02','7827',2
'POSEDGE','-9V','PIN03','TEST20.SOF','9268','/TESTPATH/PR02','6997',2
'POSEDGE','-3V','PIN03','TEST01.SOF',2891','/TESTPATH/PR01','3002',1
'POSEDGE','-5V','PIN01','TEST08.SOF',1379','/TESTPATH/PR02','8036',1
'POSEDGE','-3V','PIN04','TEST08.SOF','9097','???','4831',1
'POSEDGE','-2V','PIN01','TEST08.SOF','9589','/TESTPATH/PR02','5595',2
'POSEDGE','-9V','PIN04','TEST20.SOF','8882','/TESTPATH/PR02',2396',1
'NEGEDGE','-2V','PIN04','TEST01.SOF','8491','/TESTPATH/PR02','5339',1
'NEGEDGE','-5V','PIN01','TEST01.SOF',1087','???','8381',2
'POSEDGE','-2V','PIN04','TEST01.SOF','6587','/TESTPATH/PR02',1692',1
'POSEDGE','-3V','PIN03','TEST20.SOF','5673','/TESTPATH/PR02',2407',2
'NEGEDGE','-2V','PIN01','TEST20.SOF','5142','/TESTPATH/PR14','7708',2
'NEGEDGE','-9V','PIN03','TEST20.SOF','9448','/TESTPATH/PR02','7391',2
'NEGEDGE','-2V','PIN02','TEST20.SOF','9961','???',1033',1
'NEGEDGE','-2V','PIN03','TEST08.SOF','6809','???','8475',2
'NEGEDGE','-3V','PIN01','TEST15.SOF','7978','/TESTPATH/PR02',1185',2
'NEGEDGE','-5V','PIN01','TEST20.SOF',1317','/TESTPATH/PR14','5160',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','4206','???',1869',2
'POSEDGE','-2V','PIN04','TEST20.SOF','9024','???','8073',1
'NEGEDGE','-2V','PIN01','TEST15.SOF','8229','/TESTPATH/PR02','6150',2
'POSEDGE','-2V','PIN01','TEST15.SOF','4735','/TESTPATH/PR02','4530',1
'NEGEDGE','-3V','PIN04','TEST15.SOF','7221','/TESTPATH/PR02','3488',1
'NEGEDGE','-3V','PIN02','TEST01.SOF','9997','???',2911',1
'POSEDGE','-3V','PIN01','TEST08.SOF','6805','???','5861',1
'NEGEDGE','-9V','PIN04','TEST01.SOF','8878','/TESTPATH/PR02','9410',2
'POSEDGE','-2V','PIN02','TEST15.SOF',2881','/TESTPATH/PR01','3816',2
'POSEDGE','-9V','PIN02','TEST15.SOF','3872','/TESTPATH/PR14','3554',1
'POSEDGE','-3V','PIN04','TEST08.SOF','4095','???','7566',1
'NEGEDGE','-2V','PIN03','TEST01.SOF',1358','/TESTPATH/PR14','3993',1
'POSEDGE','-5V','PIN03','TEST15.SOF','4319','/TESTPATH/PR01',2533',1
'POSEDGE','-2V','PIN03','TEST20.SOF','3287','/TESTPATH/PR14','5508',2
'POSEDGE','-2V','PIN04','TEST20.SOF','4474','/TESTPATH/PR01','8198',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','9813','/TESTPATH/PR02','5934',1
'NEGEDGE','-2V','PIN02','TEST20.SOF','8540','/TESTPATH/PR14','5130',2
'NEGEDGE','-2V','PIN02','TEST08.SOF','5842','/TESTPATH/PR02','7399',1
'POSEDGE','-9V','PIN03','TEST20.SOF','5193','/TESTPATH/PR14','3269',1
'NEGEDGE','-5V','PIN02','TEST15.SOF',1478','/TESTPATH/PR14','8306',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','5445','/TESTPATH/PR01','6781',2
'NEGEDGE','-9V','PIN01','TEST20.SOF',2547','???','9422',2
'NEGEDGE','-2V','PIN03','TEST08.SOF','5422','/TESTPATH/PR14',2412',1
'POSEDGE','-9V','PIN02','TEST01.SOF',1126','???','3985',1
'POSEDGE','-2V','PIN02','TEST15.SOF','5952','/TESTPATH/PR02',1233',2
'POSEDGE','-3V','PIN01','TEST20.SOF',2463','/TESTPATH/PR02','5558',2
